wharton_reports_wharton-mba-course-list
Department,Course ID,Course Title,Instructors,Description
Management,MGMT7940,Understanding Careers and Executive Labor Markets(0.5 CU),Matthew Bidwell,"This course examines the structure of executive careers in order to help understand how those careers can be managed most effectively. By drawing on extensive economic, sociological and psychological research on careers, we will examine such questions as when executives should move on to the next job or evenchange fields altogether, and what are effective means of finding jobs, achieving promotions, managing networks, and achieving work-life balance. The first few sessions of the course explore the basic building blocks of the career, outlining our knowledge on the different orientations that individuals take to their careers, how approaches to the career change as people get older, and how different kinds of job moves within and across firms advance careers. The second part of the course explores in more detail the social resources that affect careers, notably social networks and relationships with mentors. The third section of the course then examines a number of the most important and difficult issues affecting modern careers, including making successful transitions, the effects of gender on careers, work life balance, and international careers."
Management,MGMT7980,Managing and Motivating Talent(0.25 CU),"Lisa Rudi, Michael Useem, Peter Cappelli","People are the most valuable asset of any business, but they are also the most unpredictable, and the most difficult, asset to manage. And although managing people well is critical to the health of any organization, most managers don't get the training they need to make good management decisions. Now, award-winning authors and renowned management Professors Mike Useem and Peter Cappelli of the Wharton School have designed this course to introduce you to the key elements of managing people. Based on their popular course at Wharton, this course will teach you how to motivate individual performance and design reward systems, how to design jobs and organize work for high performance, how to make good and timely management decisions, and how to design and change the your organization's architecture. By the end of this course, you'll have developed the skills you need to start motivating, organizing, and rewarding people in your organization so that you can thrive as a business and as a social organization. This course can also only be applied towards unrestricted electives at the undergraduate level."
Management,MGMT7990,Special Topics in MGMT(1 CU),"David Rhode, Henning Piezunka, Lori Rosenkopf, Mohamed El-Erian","Courses offered of various topics and points of focus, ranging across multiple concentrations of Management, (i.e., Entrepreneurial, Strategy, Organizational Business, etc.)."
Management,MGMT8010,Entrepreneurship(0.5 CU),"Daniel Kim, Henning Piezunka, Karl Thatcher Ulrich","MGMT 801 is the foundation coures in the Entrepeurial Management program. The purpose of this course is to explore the many dimensions of new venture creation and growth. While most of the examples in class will be drawn from new venture formation, the principles also apply to entrepreneurship in corporate settings and to non-profit entrepreneurship. We will be concerned with content and process questions as well as with formulation and implementation issues that relate to conceptualizing, developing, and managing successful new ventures. The emphasis in this course is on applying and synthesizing concepts and techniques from functional areas of strategic management, finance, accounting, managerial economics, marketing, operations management, and organizational behavior in the context of new venture development. The class serves as both a stand alone class and as a preparatory course to those interested in writing and venture implementation (the subject of the semester-long course, MGMT 806). Format: Lectures and case discussions"
Management,MGMT8040,Venture Capital and Entrepreneurial Management(0.5 CU),"Raffi Amit, Stephen Sammut","This elective half-semester course focuses on venture capital management issues in the context of the typical high-growth potential early stage start-up company. The course is fundamentally pragmatic in its outlook. It will cover seven principal areas relevant to the privately held high-growth start-up which include: commentary on the venture capital industry generally, as well as a discussion of the typical venture fund structure and related venture capital objectives and investment strategies; common organizational issues encountered in the formation of a venture backed start-up, including issues relating to initial capitalization, intellectual property and early stage equity arrangements; valuation methodologies that form the basis of the negotiation between the entrepreneur and the venture capitalist in anticipation of a venture investment; the challenges of fundraising, financing strategies and the importance of the business plan and the typical dynamics that play out between VC and entrepreneur. It is recommended students take MGMT 801 before enrolling in this course. typical investment terms found in the term sheet and the dynamics of negotiation between the entrepreneur and the venture capitalist; compensation practices in a venture capital backed company; and corporate governance in the context of a privately-held, venture capital-backed start-up company and the typical dynamics that play out between VC and entrepreneur in an insider-led, ""down round"" financing."
Management,MGMT8090,Private Equity in Emerging Markets(0.5 CU),"Peter Tropper, Stephen Sammut","This course investigates the private equity industry in emerging markets. The goal of the course is to give students a realistic understanding of the roles, responsibilities and analytical skills required of market practitioners, as well as the tensions that arise between various stakeholders, including government officials, investors, entrepreneurs and the press. The underlying premise is that the basic rules for private equity in those countries are similar to the rules in more industrialized countries, but market participants face a broader range of issues in areas such as valuations, governance, legal structures, contract enforcement and regulatory transparency. To provide students with a practical grasp of the issues, classes will be a mix of lectures, expert guest speakers and business cases. Cases will highlight the challenges and tasks at each stage of the investment cycle, such as structuring and launching a new fund, originating new deals, conducting due diligence, creating value, monitoring the performance of portfolio companies and exiting. Each class will focus on a specific topic, ranging from the basics of how and why private equity funds operate to complex issues such as fund governance and adding value to family firms."
Management,MGMT8110,Entrepreneurship Through Acquisition(0.5 CU),Robert Chalfin,"MGMT 811 focuses on the theoretical, strategic, analytics, and practical issues of acquiring a business. Topics include: locating a business, due diligence, reviewing and analyzing data, valuation, raising capital/financing the deal, search funds, structuring the acquisition, letters of intent, contracts/asset purchase agreements, integrating the target, acquisition growth strategies, and transitioning/exiting the acquisition. Format: The class consists of lectures, in-class discussions of cases, assigned readings, homework problems, case studies, and a group or individual project. It is recommended students take MGMT 801 before enrolling in this course."
Management,MGMT8120,Social Entrepreneurship(0.5 CU),"James Thompson, Valentina Assenova","This is a course on creating a business to attack a social problem and thereby accomplish both social impact and financial sustainability. For this course, social entrepreneurship is defined as entrepreneurship used to profitably confront social problems. This definition therefore views social entrepreneurship as a distinct alternative to public sector initiatives. The basic thesis is that many social problems, if looked at through an entrepreneurial lens, create opportunity for someone to launch a venture that generates profits by alleviating that social problem. This sets in motion a virtuous cycle - the entrepreneur is incented to generate more profits and in so doing, the more the profits made, the more the problem is alleviated. Even if it is not possible to eventually create a profit-making enterprise, the process of striving to do so can lead to a resource-lean not-for-profit entity. Creating a profitable social entrepreneurship venture is by no means a simple challenge. Cross-listed with MGMT 212."
Management,MGMT8130,Vibefounding: Launching a Business with AI(0.5 CU),Ethan Mollick,"Vibefounding is an immersive, hands on course in which students create AI enabled startups. The opening sessions teach foundational prompt engineering and agentic workflows across multiple AI providers. By the fourth session, the focus shifts to entrepreneurial practice—idea generation, customer discovery, prototyping and business modelling—where AI is used to accelerate the traditional startup timeline."
Management,MGMT8140,Search Fund Entrepreneurship(1 CU),"Charbel Zreik, Jim Vesterman","The objective of this course is to study the path to entrepreneurship through the acquisition of an existing operating business using the Search Fund private equity model. We will study the process through a series of lectures, guest presentations, assigned readings, case studies, and a final project."
Management,MGMT8150,Sports Business Management(1 CU),Rob Digisi,"This course examines various business disciplines as they apply to the sports industry. The course provides the student with an overview of the business of the intercollegiate, Olympic and professional sports enterprises. In addition, the course investigates the business related issues encountered by managers of sports organizations and covers how business principles can be applied to effectively address these issues."
Management,MGMT8160,Building Human Assets in Entrepreneurial Ventures(0.5 CU),Valery Yakubovich,"The success of entrepreneurial endeavors depends, even more so than in larger more bureaucratic organizations, on the ability to locate and manage talent effectively. Specifically, on the need to find the right people and keep them engaged in working on the organization's goals. We focus in this course on leading, building, and maintaining human assets in start-up and small, growing operations. The course is designed with several key components, these are: conceptual and practical readings relevant to the topic; case studies illustratng key concepts and issues; lecture on practical application and examples; and lastly every class will also feature a presentation by and conversation with an outside expert whose work is relevant to guiding or advising start-ups and fast-growing small firms. We will focus on the following objectives: identifying the talent needed to initiate and sustain an entrepreneurial endeavor; structuring human resource policies and corporate culture to prepare for and facilitate firm growth; assessing the human aspects of valuing entrepreneurial companies; and responding to conflict and organizational threats within nascent firms. This course will apply recent research from strategic human resource management, personnel economics and organizational behavior to the practical issues of building and managing human assets in new ventures."
Management,MGMT8170,Global Growth of Emerging Firms(1 CU),Natalie Carlson,"Emerging firms are a critical element of economic growth, and a key source of gains in innovation and social welfare. This course is designed to depart from the U.S.-centric conversation on startups - with its outsized focus on Silicon Valley - and train a critical eye on some of the unique innovations emerging from new regional hotspots across the globe, with a particular focus on developing and emerging economies. We will discuss the challenges faced by founders in different global contexts, the components of a robust institutional ecosystem, and the ways in which creative solutions may flourish in response to local problems. Along the way, students will gain a virtual view into global startup communities, and personalized insights from firm founders operating around the world - from Bogota to Nairobi to Jakarta. The course will be structured in three primary parts. The first and longest section will discuss the Key Challenges for emerging firm growth across the globe, such as access to talent and resources, political risk, and legal institutions. The second section will highlight particularly active areas of Context-Driven Innovation that are thriving in various regions, such as financial technology, mobile health products, and clean energy. The final section will train Regional Spotlights on different geographic areas in turn, so that we may focus on the challenges and opportunities specific to various parts of the world. This course is relevant to both U.S. and non-U.S. students, and it is expected that students will bring their own backgrounds and experiences to contribute to lively class discussions. The course will culminate with a group project done in teams of four, in which groups will give short presentations to the class."
Management,MGMT8310,Entrepreneurship Launchpad(1 CU),"Henning Piezunka, Tyler Wry","This advanced course on entrepreneurship focuses on taking your venture from a good idea to a fundable business. Participants need to come to the class with a validated idea that they are committed to pursuing commercially. The course is entirely oriented toward applying concepts and frameworks to advance your venture and provides practical guidance for testing the product or service, forming the entity, establishing partnerships, and engaging with investors. Students must have successfully completed MGMT 801 before enrolling (or obtain the permission of the instructor). Format: Highly interactive Requirements: Class participation, interim assignments."
Management,MGMT8320,Business Model Innovation Strategy(0.5 CU),Michael Christensen,"The purpose of this course is to provide senior managers, executives, consultants, investors, and entrepreneurs with a toolkit to understand how to formulate successful strategies in highly uncertain and dynamic environments.  Firms in dynamic environments face substantial technological change, rapidly evolving competitive threats, and uncertainty around customer needs and demands.  This course provides a set of frameworks and theories which provide clarity and perspective to otherwise difficult and complex business decisions.  The course will address critical questions for managers of all types of firms facing complex and dynamic environments, such as: •	How do I understand if I am at risk of being disrupted, and what can I do about it? •	How can I create a successful strategy in new markets? •	What do my customers actually want? •	What does a good business model look like? •	How might new technologies impact my business and business model? •	How should I think about growth and profitability when building a new business? We begin the course by diving head-first into one of the most widely discussed yet widely misunderstood business theories of the past 30 years – disruptive innovation.  We will examine the two dominant types of disruption—low-end disruption and new market disruption—and seek to understand the unique characteristics and conditions which give rise to each.  We will then explore a variety of perspectives related to disruptive innovation—what type of strategy to apply when approaching new markets, how to make profitability vs. growth trade-offs, how to think about the nature of an industry’s technology evolution, and how to consider specific demand-side factors which impact which products gain traction in both new and existing markets."
Management,MGMT8330,Strategies and Practices of Family-controlled Companies(1 CU),Petru Sandu,"This course is designed for those persons who desire to understand the distinct strategies and practices of family-controlled companies and family wealth creation. It will focus on stakeholder decision making; financial and resource driven options for long-run competitiveness, organizational structures, management team issues; strategic planning from a resource-based perspective; transition planning for the corporate entity, family dynamics, communication issues; and leadership empowerment. The course is intended for those who plan to consult or provide professional services to family-controlled companies and for those planning a career in a family firm. The class is structured around topical lectures with frequent utilization of case studies requiring active class participation, as well as on-site and off-site project work time. Submission of several written case studies, and a term project are required. Open to Wharton MBA and Penn graduate students."
Management,MGMT8400,Social Impact Consulting Practicum(0.5 CU),David Rhode,"The purpose of this course is to equip students with the skills needed to serve as effective management consultants within the nonprofit sector, with a particular focus on addressing strategic challenges faced by local organizations. Working in teams, students will develop and refine project scopes, define deliverables, and execute real-world consulting engagements. In addition, students will collaborate across teams, sharing insights and resources to support one another’s projects. Beyond the consulting practicum, the course will provide students with a deep understanding of key nonprofit dynamics, including fundraising, board development, branding, and risk management. Additionally, students will explore the critical differences between the for-profit and nonprofit sectors, preparing them for leadership roles both as consultants and potential board members."
Management,MGMT8600,Immigration and the Global Economy: How Human Movement Affects Firms(1 CU),Exequiel Hernandez,"If you think immigration isn’t a business issue, think again. No topic is more controversial and factually misunderstood by the public, pundits, and politicians than the movement of people across borders. But in the realm of business, managers often make a serious mistake when they dismiss the topic as just “social and political context” that doesn’t directly affect the bottom line. Human migration causes the movement of four factors essential to firms: capital, talent, ideas, and consumption. Savvy firms anticipate and respond to the movement of those factors, as well as to the immigration systems created by regulators to govern the flows of those factors. This course will help you be better prepared to deal with immigration issues as a manager, entrepreneur, investor, and citizen by covering the following interrelated themes: ●	How does human mobility affect the economy, and why does it matter for firms? ●	How can managers design strategies and organizations to benefit from the movement of capital, talent, ideas, and customers created by migration? ●	How can entrepreneurs across sending and receiving locations capitalize on the opportunities created by constantly evolving migration dynamics? ●	How do immigration systems work, and how do they affect and are affected by firms? These issues are inescapable in our day and age. People are the ultimate resource for firms and economies, on both the supply and demand side. And people will only become increasingly scarce as fertility rates rapidly decline all around the world. The main driver of change in population dynamics, with all its ramifications for firms, will be migration. Therefore, anyone prepared for the future of the global economy must be equipped to understand the core themes of this course. As we take on those themes, we will inevitably get into all the controversial and politicized issues surrounding immigration. There will be plenty of room for debate on both sides of those issues. But we will avoid the hyperbole and hot air that characterizes most of the public debate on immigration by rooting our discussion in hard-nosed empirical evidence. You’ll see that the facts offer surprisingly clear and strong answers to many of the so-called controversies. Besides making you a better business leader, this will equip you to be a more informed and thoughtful citizen."
Management,MGMT8710,Advanced Global Strategy(1 CU),Exequiel Hernandez,"This class is designed to develop world class, globally-minded managers. Many of the most important business issues of today are global in nature. Both ""macro"" phenomena (e.g. nationalism, protectionism, demographic change) and ""micro"" trends (e.g. competition within and from emerging markets, distributed talent and innovation, digitization and automation) are inherently international issues. They require firms and managers to think, innovate, and organize globally. This class offers a comprehensive set of tools to evaluate opportunities and challenges in global markets, to leverage cross-country differences to enhance innovation and performance, to manage the complexities of a business spread across multiple countries, and to win against foreign rivals. The course will focus on both the formulation and execution of global strategy, with a heavy emphasis on current events and hands on activities. Sample topics include: quantifying opportunities and risks of foreign investments; formulating and executing strategies that balance local responsiveness, global efficiency, and innovation; exploiting differences across countries to enhance innovation while protecting intellectual property; managing organizational structure, culture, and people in multinational organizations; structuring and managing cross-national and cross-cultural teams; developing a global mindset among managers and employees. This course builds on the global management portion of MGMT 611 or MGMT 612, but taking those classes is not a prerequisite for MGMT 871."
Management,MGMT8750,Comparative Capitalism(1 CU),Mitchell Orenstein,"While we often debate capitalism as a system, the nature of capitalist economies differ from country to country and rarely match up to the ideal. Why do these differences arise? Is there a pure form of capitalism? What is the nature of capitalism in advanced and emerging economies? Why are capitalist economies often embedded in other social systems? Why do some economies grow faster than others? How do international institutions and interdependencies affect national capitalist institutions? How are the strategies of multinational corporations (MNCs) influenced by their country of origin? And how is the nature of capitalism changing today? This course provides insight into these questions as it explores the nature of capitalism around the world, with specific reference to Brazil, Russia, Ukraine, China, Hungary, Nigeria, South Africa, Singapore, Israel, Argentina, and the advanced OECD countries. Students will leave this class with understanding key differences in how capitalist economies are organized and competition over the future of the world economy."
Management,MGMT8880,Venture Acceleration Lab(1 CU),Tyler Wry,"This Lab emphasizes experiential learning in evaluating and contributing to “live” startup ventures. The goal of the Lab is to accelerate the development of ventures by providing a structured curricular setting in which mentors with industry expertise as operators and investors provide guidance to full-time venture founders. Undergraduate and MBA students learn through witnessing these interactions and through helping ventures structure their value creation and capture strategies. The latter is facilitated via instructor-led classes on focused venture development concepts. This unique Lab therefore brings together communities which rarely mix: startup founders, enrolled students as potential venture “joiners” and consultants, venture mentors, and technical/academic specialists."
Management,MGMT8900,Advanced Study-Ind(1 CU),Witold Henisz,
Management,MGMT8910,Advanced Study Project - Strategic Management(1 CU),"Aswin Mannepalli, Nancy Rothbard","This 1.0-credit experiential learning course matches small teams of MBA students with innovative technologies developed by Penn researchers. Students will engage directly with inventors to understand the science behind early-stage innovations and explore their potential for commercialization. Through a combination of instructor-led discussions on commercialization frameworks and independent team research, students will gain hands-on experience at the intersection of strategy, innovation, corporate venturing, and entrepreneurship. Projects for this class have been sourced from the University of Pennsylvania’s Perelman School of Medicine, School of Arts and Sciences, Center for Innovation & Precision Dentistry, and the Stuart Weitzman School of Design. In some cases, established corporations may also be involved, providing additional industry context and pathways to impact. Students must apply to be considered for the course. The course is open to second-semester and second-year MBA students; Wharton Executive MBA (WEMBA) students may also be considered. Ideal candidates have experience or a strong interest in commercialization, innovation, or entrepreneurship."
Management,MGMT8920,Advanced Study Project - Collaborative Innovation Program(1 CU),Scott Snyder,"Business success is increasingly driven by a firm's ability to create and capture value through innovation. Thus, the processes used by firms to develop innovations, the choices they make regarding how to commercialize their innovations, the changes they make to their business models to adapt to the dynamic environment, and the strategies they use to position and build a dominate competitive position are important issues facing firms. In MGMT. 892, you will learn to address these issues through an action learning approach. MGMT. 892 is a 1.0-credit course conducted in the spirit of an independent study. By working on consulting projects for leading global companies, you will develop and then apply your knowledge about innovation management and help these firms better understand the challenges and opportunities posed by emerging technologies and markets."
Management,MGMT8950,Global Business(0.5 CU),"Exequiel Hernandez, Martine Haas, Mary McDonnell, Mireia Lizandra",Please see EMBA office for details.
Management,MGMT8960,Decision Making in the Leadership Chair(0.5 CU),William Lauder,"Contact the Management Department for additional information at: Courseinfo@wharton.upenn.edu. Decision making in the leadership chair is a complex task and one that is difficult to teach in a business school setting. To bridge this gap, Mr. William P. Lauder and invited executives will bring their experiences into the classroom, primarily addressing key decision they made, how they weighed their options, and what they learned from the outcomes. The framework for the class centers around two crucial aspects of decision making in the leadership chair: the need to manage many groups of stakeholders, and the need to play many roles when doing this. This course is by application only to second-year Wharton MBAs and a maximum of 48 students will be selected. A communication will be sent regarding the application details."
Management,MGMT8970,Global Modular Course A(0.5 CU),"Harbir Singh, Henning Piezunka, John Paul MacDuffie, Katherine Klein, Nicolaj Siggelkow, Rahul Kapoor, Tyler Wry","Special course arranged for Wharton MBA students, focused on global business, management and innovation."
Management,MGMT8980,Global Modular Course B(0.5 CU),Kenneth L Shropshire,"Special course arranged for Wharton MBA students, focused on global business, management and innovation."
Marketing,MKTG6110,Marketing Management(0.5 CU),"Barbara E Kahn, Eric Eisenstein, Marissa Sharif, Raghuram Iyengar, Robert J Meyer","This course addresses how to design and implement the best combination of marketing efforts to carry out a firm's strategy in its target markets. Specifically, this course seeks to develop the student's (1) understanding of how the firm can benefit by creating and delivering value to its customers, and stakeholders, and (2) skills in applying the analytical concepts and tools of marketing to such decisions as segmentation and targeting, branding, pricing, distribution, and promotion. The course uses lectures and case discussions, case write-ups, student presentations, and a comprehensive final examination to achieve these objectives."
Marketing,MKTG6120,Dynamic Marketing Strategy(0.5 CU),"Americus Reed, Eric Bradlow, Stefano Puntoni","Building upon Marketing 611, the goal of this course is to develop skills in formulating and implementing marketing strategies for brands and businesses. The course will focus on issues such as the selection of which businesses and segments to compete in, how to allocate resources across businesses, segments, and elements of the marketing mix, as well as other significant strategic issues facing today's managers in a dynamic competitive environment. A central theme of the course is that the answer to these strategic problems varies over time depending on the stage of the product life cycle at which marketing decisions are being made. As such, the PLC serves as the central organizing vehicle of the course. We will explore such issues as how to design optimal strategies for the launch of new products and services that arise during the introductory phase, how to maximize the acceleration of revenue during the growth phase, how to sustain and extend profitability during the mature phase, and how to manage a business during the inevitable decline phase."
Marketing,MKTG6130,Strategic Marketing Simulation(0.5 CU),"David Reibstein, Robert J Meyer","Building upon Marketing 611, Marketing 613 is an intensive immersion course designed to develop skills in formulating and implementing marketing strategies for brands and businesses. The central activity will be participation in a realistic integrative product management simulation named SABRE. In SABRE, students will form management teams that oversee all critical aspects of modern product management: the design and marketing of new products, advertising budgeting and design, sales force sizing and allocation, and production planning. As in the real world, teams will compete for profitability, and the success that each team has in achieving this goal will be a major driver of the class assessment. The SABRE simulation is used to convey the two foci of learning in the course: the changing nature of strategic problems and their optimal solutions as industries progress through the product life cycle, and exposure to the latest analytic tools for solving these problems. Specifically, SABRE management teams will receive training in both how to make optimal use of marketing research information to reduce uncertainty in product design and positioning, as well as decision support models to guide resource allocation."
Marketing,MKTG7110,Consumer Behavior(1 CU),Annie Wilson,"Marketing begins and ends with the customer, from determining customers' needs and wants to providing customer satisfaction and maintaining customer relationships. This course examines the basic concepts and principles in customer behavior with the goal of understanding how these ideas can be used in marketing decision making. The class will consist of a mix of lectures, discussions, cases, assignments, project work and exams. Topics covered include customer psychological processes (e.g., motivation, perception, attitudes, decision-making) and their impact on marketing (e.g., segmentation, branding, and customer satisfaction). The goal is to provide you with a set of approaches and concepts to consider when faced with a decision involving understanding customer responses to marketing actions."
Marketing,MKTG7120,Data and Analysis for Marketing Decisions(1 CU),"Eric Eisenstein, Raghuram Iyengar, Ryan Dew, Wendy De La Rosa","This course introduces students to the fundamentals of data-driven marketing, including topics from marketing research and analytics. It examines the many different sources of data available to marketers, including data from customer transactions, surveys, pricing, advertising, and A/B testing, and how to use those data to guide decision-making. Through real-world applications from various industries, including hands-on analyses using modern data analysis tools, students will learn how to formulate marketing problems as testable hypotheses, systematically gather data, and apply statistical tools to yield actionable marketing insights."
Marketing,MKTG7250,Principles of Retailing(0.5 CU),Bryan Eshelman,"This course is a cross-functional overview of retailing – from types of retailers to current trends and strategies.  The objective is to familiarize students with the retail business model in its various forms – from pure store-based retailers, to digital natives, and everything in-between.  Topics will include structures & organizational models, channels & formats, real estate & locations, marketing & customer relationship management, the full merchandising cycle (planning & buying to display & pricing), and operations & technology.  This knowledge will be fundamental to careers working for retailers themselves (e-commerce or omnichannel), but also in consulting to retailers, in banking or investing in the retail sector, or even starting a brand or retail concept.   Those seeking more depth in product design & development, buying, planning, pricing, and visual merchandising should consider taking Retail Merchandising (MKTG 8060).  Those seeking more depth in sourcing, distribution, fulfillment, and store/site operations should consider taking Retail Supply Chain Management (OIDD 6970)."
Marketing,MKTG7270,Analytics and AI in Digital Marketing and Social Media(0.5 CU),Ron Berman,"Digital marketing plays a key role in shaping the modern economy, fueling modern business, affecting public policy, and enabling new forms of social communication. The field is also unique in its reliance on data analytics, consumer behavior and behavioral economics theories and advanced experimental technologies. Recently, generative AI and LLMs make it easier to create an abundance of content easily but also make it harder to garner online attention. MKTG 7270 provides a framework-driven and applied approach to understanding digital marketing and electronic commerce. The course is organized into two sections and utilizes relevant theory, empirical analysis, and practical examples, to develop the key learning points. Guest speakers will participate as well, as appropriate to augment class learning."
Marketing,MKTG7340,Augmented Creativity(0.5 CU),Gideon Nave,"The ability to solve problems creatively has long been recognized as a hallmark of leadership, adaptability, and strategic advantage in the business world. But in today’s world—where artificial intelligence is reshaping how we think, design, and build - creative problem solving is no longer just a competitive edge: it’s a core requirement. This course provides students with a comprehensive and practical understanding of how to generate innovative ideas systematically. We will explore not only how individuals and organizations have traditionally approached creativity, but also how the latest AI tools are transforming the process, from ideation to prototyping. Through lectures, case studies, hands-on activities, and a team-based final project,  students will learn how to combine human insight with machine intelligence to generate meaningful, original, and valuable ideas—while examining the ethical and cognitive implications of AI-augmented innovation."
Marketing,MKTG7370,Applied Neuroscience for Business Decisions(0.5 CU),Michael Platt,"This course provides an overview of contemporary brain science and its applications to business. Students are first rapidly introduced to the basic anatomy and physiology of the brain and become familiar with important techniques for measuring and manipulating brain function. The course then surveys major findings in neuroscience with applications to business, including vision, attention and advertising; valuation and marketing; decision making; learning, innovation and creativity; social influence, team-building, and leadership; and discussion of the ethical, legal, and societal implications of applying neuroscience to business. Applications to business, education, sports, law, and policy are discussed throughout."
Marketing,MKTG7380,Consumer Neuroscience(0.5 CU),Gideon Nave,"How can studying the brain improve our understanding of consumer behavior? While neuroscience made tremendous strides throughout the past few decades, rarely were meaningful applications developed outside of medicine. Recently, however, breakthroughs in measurement and computation have accelerated brain science, and created an array of opportunities in business and technology. Currently, applications to marketing research and product development are experiencing explosive growth that has been met with both excitement and skepticism. This mini course provides an overview of the neuroscience behind and the potential for these developments. Topics will range from well-known and widely used applications, from eye-tracking measures in the lab and the field, to emerging methods and measures such as mobile technologies, face-reading, and neural predictors of market response. This course is self-contained and has no prerequisites. However, students with some background in business, economics, psychology, and/or neuroscience are likely to find some of the material covered in this course complementary to their existing knowledge. Much of the foundational work in consumer neuroscience and neuroeconomics involves laboratory experiments. Accordingly, we will read and discuss several experimental papers and the craft of designing an experiment will occasionally be discussed. However, we will not dedicate significant time to the methodology of experimental design and analysis. As will become clear as the course progresses, “consumer neuroscience"" can be used to study almost any aspect of consumer behavior."
Marketing,MKTG7390,Visual Marketing(1 CU),"Barbara E Kahn, Elizabeth Johnson","As consumers, we are constantly exposed to advertisements and experience visual messages from product packages in stores, retail displays, and products already owned. In essence, visual marketing collateral is omnipresent and is an essential part of corporate visual identity, strategy, branding, and communication. Some of this falls to creative graphic design, but advertising, design, and marketing can also be significantly enhanced by knowledge of how visual information and its presentation context can be optimized to deliver desirable and advantageous messages and experiences. This course will emphasize how to measure, interpret, and optimize visual marketing. This course will use lectures, discussions, exercises and a group project, to help students understand the underlying processes that influence our visual perception and visual cognition. Students will learn about the theoretical processes and models that influence, attention and visual fluency. Students will also be exposed to eye-tracking instruments that help measure eye movement. Finally, we will explore how visual stimuli can influence consumer memory, persuasion, and choice. We will examine practical applications in marketing, advertising, packaging, retail, and design contexts."
Marketing,MKTG7470,Marketing Strategy for Technology Platforms(0.5 CU),Pinar Yildirim,"This course focuses on the unique aspects of creating effective marketing and management strategies for technology-intensive on-line and off-line businesses. It addresses the effective competitive marketing strategies for winning in markets which are powered by technology: specifically, how firms create value for customers and how they can integrate technology in delivering a better consumer experience. While competitive marketing strategy is important for all managers, this course will be particularly useful to students who are planning to accept a position in leading technology companies, and marketing firms in which technology is likely to play an important role. In addition, the course will provide value to those who expect to work in consulting or investing in technology industries, and must analyze firm strategies."
Marketing,MKTG7520,Marketing Analytics(0.5 CU),Eric Eisenstein,"Companies are currently spending millions of dollars on data-gathering initiatives, but few are successfully capitalizing on all this data to generate revenue and increase profit. Converting data into increased business performance requires the ability to extract insights from data through analytics. This course covers the three pillars of analytics – descriptive, predictive and prescriptive – within the marketing context. Descriptive Analytics examines different types of data and how they can be visualized, ultimately helping you communicate your findings and strengthen your team’s or organization’s decision making. Predictive Analytics explores the use of data for forecasting. You will learn to utilize various tools, including regression analysis, to estimate relationships among variables and predict future behavior. Prescriptive Analytics takes you through the final step — formulating concrete recommendations. These recommendations can be directed toward a variety of marketing actions, including pricing and social-platform outreach. Students will be exposed to several methods such as linear regression, logistic regression, multinomial regression, machine learning methods (e.g., neural networks and random forests). We will learn how to employ these methods for such managerial decisions as demand forecasting, pricing, and valuing customers. Overall, you will develop a data analytics mindset, learn new tools, and understand how to convert numbers into actionable insights."
Marketing,MKTG7540,Pricing Policy(0.5 CU),"Jagmohan Singh Raju, John Zhang","The course provides a systematic presentation of the factors to be considered when setting price, and shows how pricing alternatives are developed. Analytical methods are developed and new approaches are explored for solving pricing decisions."
Marketing,MKTG7600,Antitrust and Big Tech(1 CU),Herbert Hovenkamp,"This course considers the role of antitrust law in facilitating and policing the business strategies of dominant firms and joint enterprises. We will examine technology-driven firms such as Amazon, Apple, Facebook, Google, Uber, and Microsoft, as well as disrupted industries such as the digital music industry. In each case, we will consider how firms adapted their strategies to rapidly changing technological environments and ask whether antitrust law served to promote or to hinder innovation and competitive development. Course coverage will range over all portions of the business economy in which competition and innovation are important, but emphasizing markets that have a significant technological component. We will also study a series of classic business cases in technology rich markets, including the American Can Company, Standard Oil, and DuPont. We will pay special attention to the role of intellectual property rights in fostering both individual and collaborative innovation."
Marketing,MKTG7680,Contagious: How Things Catch On(0.5 CU),Jonah Berger,"Why do some products catch on and achieve huge popularity while others fail? Why do some services and apps spread like wildfire while others languish?  And what makes certain ideas stick while others fail? This course looks at these and other topics as it examines why things catch on. Marketers want their product to be popular, organizations want their initiatives to catch on, and entrepreneurs want their ideas to stick. Building on research from psychology, sociology, marketing, and economics, the course explores characteristics of products, services, and ideas that lead them to catch on, what makes ideas stick, and how social dynamics shape success.  We’ll talk about viral marketing, growth strategies, the role of social media, and influencers.  Whether you have a product, service, or idea you want to catch on, or just want to better understand social epidemics, this course will shed light on what drives success."
Marketing,MKTG7710,Models for Marketing Strategy(1 CU),Christophe Van den Bulte,"The course develops students’ skills in using analytics to make better marketing decisions. Compared to other courses in marketing analytics, the focus is less on ‘what is happening?’ or ‘what will happen?’ and more on ‘what should we do?’ I.e., the course moves beyond descriptive and predictive analytics into prescriptive analytics. It covers a variety of topics, models and tools: (1) Marketing mix modeling & optimization, (2) Choice modeling, choice-based conjoint analysis & market simulators, (3) Modeling churn & maximizing customer lifetime value, and (4) Quantifying causal effects in marketing. The course requires familiarity with Excel and linear regression from the very first day, but is otherwise self-contained. Lectures are organized around a mini-case or illustrate the model/technique at hand through one or more real-life applications."
